ip_address,hostname,fqdn,region,status,vendor,model,role,missing_in_inventory,missing_in_ipam
10.70.19.120,PORORCO24,PORORCO24.northwest.lightspeed.net,northwest,active,Juniper,MX204,core,0,0
10.10.62.218,DALTXDS63,DALTXDS63.central.lightspeed.net,central,active,Juniper,QFX5120,dist,1,0
10.60.17.83,BOSMART41,BOSMART41.northeast.lightspeed.net,northeast,degraded,Arista,7050X3,rtr,0,0
10.70.159.21,PORORED77,PORORED77.northwest.lightspeed.net,northwest,active,Juniper,SRX345,edge,0,0
10.30.46.142,LAXCASW66,LAXCASW66.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,1
10.30.31.206,SEAWASW14,SEAWASW14.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,1
10.30.199.124,LAXCADS30,LAXCADS30.west.lightspeed.net,west,active,ADVA,FSP150,dist,1,0
10.10.64.196,OKCOKCO02,OKCOKCO02.central.lightspeed.net,central,active,Cisco,NCS540,core,0,0
10.20.6.10,CLTNCDS26,CLTNCDS26.east.lightspeed.net,east,active,Juniper,QFX5120,dist,1,0
10.20.228.142,PITPADS33,PITPADS33.east.lightspeed.net,east,active,Juniper,QFX5120,dist,1,0
10.70.142.29,BOIIDED98,BOIIDED98.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,edge,0,0
10.50.169.185,PHXAZED77,PHXAZED77.southwest.lightspeed.net,southwest,active,Cisco,ISR4431,edge,0,0
10.30.13.52,SEAWAAG18,SEAWAAG18.west.lightspeed.net,west,degraded,ADVA,FSP3000,agg,0,1
10.20.246.24,ATLGAED15,ATLGAED15.east.lightspeed.net,east,down,RAD,ETX-2,edge,0,0
10.30.155.26,SEAWAAG43,SEAWAAG43.west.lightspeed.net,west,active,Arista,7280R,agg,0,0
10.30.28.92,LAXCACO20,LAXCACO20.west.lightspeed.net,west,active,Juniper,MX204,core,0,0
10.30.248.232,SEAWAED06,SEAWAED06.west.lightspeed.net,west,active,Juniper,SRX345,edge,0,1
10.40.7.201,MIAFLDS66,MIAFLDS66.southeast.lightspeed.net,southeast,active,Juniper,QFX5120,dist,1,0
10.10.86.79,OKCOKED42,OKCOKED42.central.lightspeed.net,central,active,Cisco,ISR4431,edge,0,0
10.10.107.185,DALTXED70,DALTXED70.central.lightspeed.net,central,active,Cisco,ISR4431,edge,0,0
10.70.15.254,BOIIDED90,BOIIDED90.northwest.lightspeed.net,northwest,active,Juniper,SRX345,edge,0,0
10.70.111.187,GEGWACO08,GEGWACO08.northwest.lightspeed.net,northwest,active,Cisco,NCS540,core,0,0
10.30.98.143,LAXCART49,LAXCART49.west.lightspeed.net,west,active,Arista,7050X3,rtr,0,0
10.70.233.63,PORORDS54,PORORDS54.northwest.lightspeed.net,northwest,retired,ADVA,FSP150,dist,1,0
10.50.2.82,ELPTXED27,ELPTXED27.southwest.lightspeed.net,southwest,down,Cisco,ISR4431,edge,0,0
10.60.150.140,BOSMAAG87,BOSMAAG87.northeast.lightspeed.net,northeast,active,Arista,7280R,agg,0,0
10.30.72.9,SFOCASW04,SFOCASW04.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,1,0
10.70.251.171,PORORED02,PORORED02.northwest.lightspeed.net,northwest,active,Juniper,SRX345,edge,0,0
10.60.41.221,NYCNYRT62,NYCNYRT62.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr,0,0
10.20.56.46,PITPADS89,PITPADS89.east.lightspeed.net,east,degraded,Juniper,QFX5120,dist,1,0
10.60.59.72,BOSMAED99,BOSMAED99.northeast.lightspeed.net,northeast,active,RAD,ETX-2,edge,0,0
10.70.66.165,GEGWAED95,GEGWAED95.northwest.lightspeed.net,northwest,down,RAD,ETX-2,edge,0,0
10.40.74.158,JAXFLED70,JAXFLED70.southeast.lightspeed.net,southeast,active,RAD,ETX-2,edge,0,0
10.20.210.74,ATLGASW25,ATLGASW25.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw,1,0
10.20.80.90,CLTNCRT38,CLTNCRT38.east.lightspeed.net,east,active,Arista,7050X3,rtr,0,0
10.10.230.225,OKCOKDS80,OKCOKDS80.central.lightspeed.net,central,degraded,Juniper,QFX5120,dist,1,0
10.20.244.140,PITPART18,PITPART18.east.lightspeed.net,east,down,Arista,7050X3,rtr,0,0
10.70.80.215,GEGWAAG90,GEGWAAG90.northwest.lightspeed.net,northwest,active,Arista,7280R,agg,0,0
10.10.241.23,DALTXDS89,DALTXDS89.central.lightspeed.net,central,active,Juniper,QFX5120,dist,1,0
10.70.183.133,BOIIDDS31,BOIIDDS31.northwest.lightspeed.net,northwest,degraded,ADVA,FSP150,dist,1,0
10.70.68.50,PORORDS47,PORORDS47.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist,1,0
10.10.125.9,AUSTXDS95,AUSTXDS95.central.lightspeed.net,central,active,Juniper,QFX5120,dist,1,0
10.60.154.41,NYCNYDS35,NYCNYDS35.northeast.lightspeed.net,northeast,retired,Juniper,QFX5120,dist,1,0
10.10.198.1,AUSTXED04,AUSTXED04.central.lightspeed.net,central,active,Juniper,SRX345,edge,0,0
10.70.211.217,GEGWAED93,GEGWAED93.northwest.lightspeed.net,northwest,down,Juniper,SRX345,edge,0,0
10.70.66.207,PORORAG93,PORORAG93.northwest.lightspeed.net,northwest,degraded,Arista,7280R,agg,0,0
10.50.207.197,PHXAZED94,PHXAZED94.southwest.lightspeed.net,southwest,active,RAD,ETX-2,edge,0,0
10.60.247.165,PHLPADS87,PHLPADS87.northeast.lightspeed.net,northeast,degraded,ADVA,FSP150,dist,1,0
10.60.247.243,PHLPASW23,PHLPASW23.northeast.lightspeed.net,northeast,down,Cisco,Catalyst9300,sw,0,0
10.20.190.57,CLTNCRT18,CLTNCRT18.east.lightspeed.net,east,active,Arista,7050X3,rtr,0,0
10.60.200.121,BOSMART31,BOSMART31.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr,0,0
10.20.41.107,PITPADS46,PITPADS46.east.lightspeed.net,east,active,ADVA,FSP150,dist,1,0
10.30.22.112,SFOCAED22,SFOCAED22.west.lightspeed.net,west,active,Juniper,SRX345,edge,0,1
10.60.123.99,PHLPADS85,PHLPADS85.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist,1,0
10.70.144.223,BOIIDSW61,BOIIDSW61.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw,0,0
10.60.24.85,NYCNYAG03,NYCNYAG03.northeast.lightspeed.net,northeast,degraded,ADVA,FSP3000,agg,1,0
10.10.249.231,AUSTXED73,AUSTXED73.central.lightspeed.net,central,active,Juniper,SRX345,edge,0,0
10.50.53.139,ELPTXDS48,ELPTXDS48.southwest.lightspeed.net,southwest,active,ADVA,FSP150,dist,0,0
10.60.161.2,BOSMAAG44,BOSMAAG44.northeast.lightspeed.net,northeast,active,ADVA,FSP3000,agg,1,0
10.60.19.74,BOSMART19,BOSMART19.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr,0,0
10.10.106.34,OKCOKED99,OKCOKED99.central.lightspeed.net,central,active,Juniper,SRX345,edge,0,0
10.70.177.1,BOIIDRT62,BOIIDRT62.northwest.lightspeed.net,northwest,active,Arista,7050X3,rtr,0,0
10.60.134.163,BOSMADS48,BOSMADS48.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist,1,0
10.60.10.230,PHLPADS97,PHLPADS97.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist,1,0
10.30.167.177,LAXCART21,LAXCART21.west.lightspeed.net,west,degraded,Arista,7050X3,rtr,0,0
10.70.22.50,GEGWADS87,GEGWADS87.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist,1,0
10.70.213.19,GEGWART95,GEGWART95.northwest.lightspeed.net,northwest,active,Arista,7050X3,rtr,0,0
10.50.128.233,ELPTXDS46,ELPTXDS46.southwest.lightspeed.net,southwest,active,ADVA,FSP150,dist,1,0
10.20.252.47,ATLGAAG26,ATLGAAG26.east.lightspeed.net,east,active,Arista,7280R,agg,0,0
10.70.222.21,GEGWAED87,GEGWAED87.northwest.lightspeed.net,northwest,down,Juniper,SRX345,edge,0,0
10.60.97.149,PHLPACO33,PHLPACO33.northeast.lightspeed.net,northeast,active,Juniper,MX204,core,0,0
10.20.45.0,PITPAED19,PITPAED19.east.lightspeed.net,east,active,Juniper,SRX345,edge,0,1
10.30.17.56,SFOCASW65,SFOCASW65.west.lightspeed.net,west,retired,Cisco,Catalyst9300,sw,0,0
10.30.168.233,SFOCAED55,SFOCAED55.west.lightspeed.net,west,degraded,Cisco,ISR4431,edge,0,1
10.40.248.217,MIAFLED75,MIAFLED75.southeast.lightspeed.net,southeast,active,Cisco,ISR4431,edge,0,0
10.60.62.208,BOSMAED77,BOSMAED77.northeast.lightspeed.net,northeast,degraded,Cisco,ISR4431,edge,0,0
10.30.60.80,SEAWADS48,SEAWADS48.west.lightspeed.net,west,degraded,ADVA,FSP150,dist,1,0
10.60.187.42,BOSMASW75,BOSMASW75.northeast.lightspeed.net,northeast,down,Cisco,Catalyst9300,sw,0,0
10.20.98.244,ATLGASW41,ATLGASW41.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw,0,0
10.70.199.189,BOIIDDS54,BOIIDDS54.northwest.lightspeed.net,northwest,down,Juniper,QFX5120,dist,1,0
10.70.109.172,GEGWADS45,GEGWADS45.northwest.lightspeed.net,northwest,degraded,ADVA,FSP150,dist,1,0
10.60.68.223,NYCNYDS58,NYCNYDS58.northeast.lightspeed.net,northeast,down,Juniper,QFX5120,dist,0,0
10.10.151.105,AUSTXRT57,AUSTXRT57.central.lightspeed.net,central,active,Arista,7050X3,rtr,0,0
10.60.5.216,NYCNYED42,NYCNYED42.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge,0,0
10.30.116.14,SEAWAAG14,SEAWAAG14.west.lightspeed.net,west,degraded,Arista,7280R,agg,0,0
10.30.251.23,LAXCART71,LAXCART71.west.lightspeed.net,west,active,Arista,7050X3,rtr,0,0
10.10.66.173,OKCOKRT50,OKCOKRT50.central.lightspeed.net,central,degraded,Arista,7050X3,rtr,0,0
10.60.27.102,PHLPAAG26,PHLPAAG26.northeast.lightspeed.net,northeast,active,ADVA,FSP3000,agg,0,0
10.20.150.245,PITPAED78,PITPAED78.east.lightspeed.net,east,active,Cisco,ISR4431,edge,0,0
10.20.142.161,ATLGADS46,ATLGADS46.east.lightspeed.net,east,active,Juniper,QFX5120,dist,1,0
10.30.111.135,SEAWAED25,SEAWAED25.west.lightspeed.net,west,active,Cisco,ISR4431,edge,0,0
10.20.16.210,CLTNCSW05,CLTNCSW05.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw,0,0
10.10.185.231,AUSTXRT10,AUSTXRT10.central.lightspeed.net,central,active,Arista,7050X3,rtr,0,0
10.60.106.147,BOSMAED92,BOSMAED92.northeast.lightspeed.net,northeast,active,RAD,ETX-2,edge,0,0
10.70.100.4,PORORCO75,PORORCO75.northwest.lightspeed.net,northwest,active,Cisco,NCS540,core,0,0
10.10.87.57,DALTXDS22,DALTXDS22.central.lightspeed.net,central,degraded,ADVA,FSP150,dist,1,0
10.70.200.255,GEGWADS20,GEGWADS20.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist,1,0
10.60.66.253,BOSMAED58,BOSMAED58.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,edge,0,0
10.60.161.68,PHLPAED41,PHLPAED41.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,edge,0,0
10.10.113.5,AUSTXED25,AUSTXED25.central.lightspeed.net,central,active,Cisco,ISR4431,edge,0,0
10.60.151.27,BOSMADS85,BOSMADS85.northeast.lightspeed.net,northeast,degraded,ADVA,FSP150,dist,0,0
10.30.169.67,SEAWART16,SEAWART16.west.lightspeed.net,west,active,Arista,7050X3,rtr,0,0
10.10.16.110,DALTXSW34,DALTXSW34.central.lightspeed.net,central,degraded,Cisco,Catalyst9300,sw,0,0
10.10.165.146,OKCOKDS71,OKCOKDS71.central.lightspeed.net,central,degraded,ADVA,FSP150,dist,1,0
10.60.168.14,BOSMART04,BOSMART04.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr,0,0
10.60.214.195,NYCNYAG50,NYCNYAG50.northeast.lightspeed.net,northeast,down,Arista,7280R,agg,0,0
10.10.245.243,OKCOKSW27,OKCOKSW27.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw,0,0
10.10.183.248,DALTXSW37,DALTXSW37.central.lightspeed.net,central,degraded,Cisco,Catalyst9300,sw,0,0
10.10.26.155,OKCOKCO49,OKCOKCO49.central.lightspeed.net,central,active,Juniper,MX204,core,0,0
10.70.37.234,GEGWAED07,GEGWAED07.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,edge,0,0
10.30.10.225,LAXCAAG80,LAXCAAG80.west.lightspeed.net,west,active,Arista,7280R,agg,0,0
10.30.146.234,LAXCADS34,LAXCADS34.west.lightspeed.net,west,active,Juniper,QFX5120,dist,1,1
10.20.217.144,PITPAAG38,PITPAAG38.east.lightspeed.net,east,down,Arista,7280R,agg,0,0
10.40.87.12,JAXFLAG98,JAXFLAG98.southeast.lightspeed.net,southeast,active,Arista,7280R,agg,0,0
10.30.9.194,SEAWAED87,SEAWAED87.west.lightspeed.net,west,active,Juniper,SRX345,edge,0,1
10.10.68.19,AUSTXSW87,AUSTXSW87.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw,0,0
10.30.86.105,LAXCAAG71,LAXCAAG71.west.lightspeed.net,west,degraded,ADVA,FSP3000,agg,1,0
10.60.224.203,BOSMACO14,BOSMACO14.northeast.lightspeed.net,northeast,degraded,Cisco,NCS540,core,1,0
10.10.123.12,AUSTXDS22,AUSTXDS22.central.lightspeed.net,central,active,Juniper,QFX5120,dist,1,0
10.60.73.112,PHLPAED85,PHLPAED85.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge,0,0
10.70.12.105,BOIIDAG41,BOIIDAG41.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,agg,0,0
10.70.85.10,GEGWAED79,GEGWAED79.northwest.lightspeed.net,northwest,down,Juniper,SRX345,edge,0,0
10.30.120.146,SEAWAED10,SEAWAED10.west.lightspeed.net,west,degraded,RAD,ETX-2,edge,0,1
10.70.27.152,GEGWASW91,GEGWASW91.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw,0,0
10.60.75.81,BOSMART43,BOSMART43.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr,0,0
10.30.10.82,SEAWAED70,SEAWAED70.west.lightspeed.net,west,active,RAD,ETX-2,edge,0,0
10.20.43.221,CLTNCAG27,CLTNCAG27.east.lightspeed.net,east,active,Arista,7280R,agg,0,1
10.50.131.47,ABQNMDS53,ABQNMDS53.southwest.lightspeed.net,southwest,active,ADVA,FSP150,dist,0,0
10.20.20.131,ATLGAAG21,ATLGAAG21.east.lightspeed.net,east,active,ADVA,FSP3000,agg,0,0
10.30.32.212,SEAWADS43,SEAWADS43.west.lightspeed.net,west,active,Juniper,QFX5120,dist,1,1
10.50.199.203,ABQNMED29,ABQNMED29.southwest.lightspeed.net,southwest,active,Cisco,ISR4431,edge,0,0
10.70.243.139,PORORSW35,PORORSW35.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw,0,0
10.50.219.101,ELPTXRT06,ELPTXRT06.southwest.lightspeed.net,southwest,active,Arista,7050X3,rtr,0,0
10.30.44.158,SFOCASW78,SFOCASW78.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0
10.10.104.61,DALTXED90,DALTXED90.central.lightspeed.net,central,down,RAD,ETX-2,edge,0,0
10.60.156.154,NYCNYRT31,NYCNYRT31.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr,0,0
10.60.225.39,PHLPADS39,PHLPADS39.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist,1,0
10.60.165.180,BOSMART83,BOSMART83.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr,0,0
10.40.74.132,BNATNCO62,BNATNCO62.southeast.lightspeed.net,southeast,active,Nokia,7750 SR-1,core,0,0
10.60.29.222,BOSMASW46,BOSMASW46.northeast.lightspeed.net,northeast,down,Cisco,Catalyst9300,sw,0,0
10.20.0.51,PITPAED47,PITPAED47.east.lightspeed.net,east,active,RAD,ETX-2,edge,0,0
10.60.121.76,BOSMACO44,BOSMACO44.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1,core,0,0
10.70.60.197,PORORED30,PORORED30.northwest.lightspeed.net,northwest,active,Juniper,SRX345,edge,0,0
10.30.162.2,LAXCAED08,LAXCAED08.west.lightspeed.net,west,down,Juniper,SRX345,edge,0,0
10.70.213.24,BOIIDED67,BOIIDED67.northwest.lightspeed.net,northwest,active,Juniper,SRX345,edge,0,0
10.30.0.114,LAXCADS94,LAXCADS94.west.lightspeed.net,west,retired,ADVA,FSP150,dist,1,0
10.30.131.179,SEAWASW54,SEAWASW54.west.lightspeed.net,west,degraded,Cisco,Catalyst9300,sw,0,1
10.60.96.234,NYCNYCO22,NYCNYCO22.northeast.lightspeed.net,northeast,active,Cisco,NCS540,core,0,0
10.10.16.21,OKCOKAG70,OKCOKAG70.central.lightspeed.net,central,active,ADVA,FSP3000,agg,0,0
10.30.92.117,SEAWASW11,SEAWASW11.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0
10.60.200.239,NYCNYED86,NYCNYED86.northeast.lightspeed.net,northeast,degraded,Cisco,ISR4431,edge,0,0
10.30.171.13,SEAWASW30,SEAWASW30.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0
10.20.142.151,PITPASW59,PITPASW59.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw,0,0
10.60.180.97,BOSMAED48,BOSMAED48.northeast.lightspeed.net,northeast,active,RAD,ETX-2,edge,0,0
10.30.75.170,SFOCADS95,SFOCADS95.west.lightspeed.net,west,active,ADVA,FSP150,dist,1,0
10.70.68.231,BOIIDAG84,BOIIDAG84.northwest.lightspeed.net,northwest,active,Arista,7280R,agg,0,0
10.60.4.104,PHLPART29,PHLPART29.northeast.lightspeed.net,northeast,down,Arista,7050X3,rtr,0,0
10.60.63.76,BOSMART17,BOSMART17.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr,0,0
10.10.4.29,DALTXDS64,DALTXDS64.central.lightspeed.net,central,down,ADVA,FSP150,dist,0,0
10.60.211.142,BOSMADS47,BOSMADS47.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist,1,0
10.20.254.3,PITPAED02,PITPAED02.east.lightspeed.net,east,degraded,RAD,ETX-2,edge,0,0
10.60.166.192,NYCNYAG95,NYCNYAG95.northeast.lightspeed.net,northeast,active,ADVA,FSP3000,agg,0,0
10.10.32.19,AUSTXCO13,AUSTXCO13.central.lightspeed.net,central,degraded,Cisco,NCS540,core,0,0
10.50.21.163,ABQNMAG77,ABQNMAG77.southwest.lightspeed.net,southwest,active,Arista,7280R,agg,0,0
10.60.234.170,PHLPADS40,PHLPADS40.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist,0,0
10.60.2.162,PHLPASW02,PHLPASW02.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0
10.70.246.114,GEGWASW19,GEGWASW19.northwest.lightspeed.net,northwest,degraded,Cisco,Catalyst9300,sw,0,0
10.60.93.107,PHLPAED64,PHLPAED64.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge,0,0
10.30.122.2,SFOCASW64,SFOCASW64.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,1
10.70.13.236,BOIIDRT56,BOIIDRT56.northwest.lightspeed.net,northwest,retired,Arista,7050X3,rtr,0,0
10.30.30.159,SFOCAED64,SFOCAED64.west.lightspeed.net,west,active,RAD,ETX-2,edge,0,1
10.70.168.233,PORORAG89,PORORAG89.northwest.lightspeed.net,northwest,active,Arista,7280R,agg,0,0
10.20.108.215,ATLGART62,ATLGART62.east.lightspeed.net,east,degraded,Arista,7050X3,rtr,0,0
10.60.254.216,PHLPADS38,PHLPADS38.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist,1,0
10.50.6.207,PHXAZCO13,PHXAZCO13.southwest.lightspeed.net,southwest,degraded,Nokia,7750 SR-1,core,0,0
10.30.231.60,LAXCAED76,LAXCAED76.west.lightspeed.net,west,active,Juniper,SRX345,edge,0,1
10.70.131.170,GEGWAED74,GEGWAED74.northwest.lightspeed.net,northwest,down,Cisco,ISR4431,edge,0,0
10.20.85.27,PITPART61,PITPART61.east.lightspeed.net,east,active,Arista,7050X3,rtr,0,0
10.60.254.90,NYCNYDS01,NYCNYDS01.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist,0,0
10.10.160.183,OKCOKAG18,OKCOKAG18.central.lightspeed.net,central,active,Arista,7280R,agg,0,0
10.30.45.216,SFOCASW32,SFOCASW32.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,1
10.60.121.28,BOSMASW86,BOSMASW86.northeast.lightspeed.net,northeast,degraded,Cisco,Catalyst9300,sw,1,0
10.40.47.126,MIAFLDS42,MIAFLDS42.southeast.lightspeed.net,southeast,active,Juniper,QFX5120,dist,0,0
10.20.235.12,ATLGADS11,ATLGADS11.east.lightspeed.net,east,active,Juniper,QFX5120,dist,1,0
10.70.118.115,GEGWASW58,GEGWASW58.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw,0,0
10.40.175.210,MIAFLSW74,MIAFLSW74.southeast.lightspeed.net,southeast,active,Cisco,Catalyst9300,sw,0,0
10.60.164.190,PHLPASW65,PHLPASW65.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0
10.10.111.7,OKCOKDS59,OKCOKDS59.central.lightspeed.net,central,degraded,Juniper,QFX5120,dist,1,0
10.70.38.233,GEGWADS82,GEGWADS82.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist,1,0
10.10.125.27,AUSTXDS32,AUSTXDS32.central.lightspeed.net,central,active,ADVA,FSP150,dist,1,1
10.60.103.39,BOSMASW84,BOSMASW84.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0
10.60.64.224,BOSMART99,BOSMART99.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr,0,0
10.60.23.116,BOSMASW69,BOSMASW69.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0
10.70.134.178,BOIIDSW49,BOIIDSW49.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw,0,0
10.30.71.214,LAXCACO90,LAXCACO90.west.lightspeed.net,west,active,Juniper,MX204,core,0,1
10.30.59.172,SEAWADS18,SEAWADS18.west.lightspeed.net,west,active,ADVA,FSP150,dist,1,1
10.30.34.230,SFOCACO52,SFOCACO52.west.lightspeed.net,west,active,Nokia,7750 SR-1,core,0,1
10.10.33.246,OKCOKSW96,OKCOKSW96.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw,0,0
10.20.55.216,ATLGASW50,ATLGASW50.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw,0,0
10.30.68.17,LAXCADS92,LAXCADS92.west.lightspeed.net,west,down,ADVA,FSP150,dist,1,0
10.30.211.14,LAXCART04,LAXCART04.west.lightspeed.net,west,retired,Arista,7050X3,rtr,0,1
10.10.126.215,OKCOKSW72,OKCOKSW72.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw,0,0
10.70.79.183,PORORCO56,PORORCO56.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1,core,0,0
10.70.31.2,BOIIDAG27,BOIIDAG27.northwest.lightspeed.net,northwest,active,Arista,7280R,agg,0,0
10.60.99.10,BOSMASW68,BOSMASW68.northeast.lightspeed.net,northeast,retired,Cisco,Catalyst9300,sw,0,0
10.60.89.129,BOSMADS51,BOSMADS51.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist,1,0
10.30.118.141,SEAWASW18,SEAWASW18.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,1
10.10.49.7,OKCOKSW91,OKCOKSW91.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw,0,0
10.60.63.70,NYCNYAG66,NYCNYAG66.northeast.lightspeed.net,northeast,active,ADVA,FSP3000,agg,0,0
10.50.100.214,ELPTXDS83,ELPTXDS83.southwest.lightspeed.net,southwest,active,Juniper,QFX5120,dist,1,0
10.40.227.127,BNATNRT42,BNATNRT42.southeast.lightspeed.net,southeast,retired,Arista,7050X3,rtr,0,0
10.60.114.164,PHLPAAG43,PHLPAAG43.northeast.lightspeed.net,northeast,active,Arista,7280R,agg,0,0
10.30.106.50,SFOCAED07,SFOCAED07.west.lightspeed.net,west,active,Cisco,ISR4431,edge,0,0
10.60.75.144,NYCNYED06,NYCNYED06.northeast.lightspeed.net,northeast,active,RAD,ETX-2,edge,0,0
10.60.237.61,NYCNYED76,NYCNYED76.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge,0,0
10.20.46.68,PITPADS19,PITPADS19.east.lightspeed.net,east,active,ADVA,FSP150,dist,1,0
10.50.222.46,PHXAZRT81,PHXAZRT81.southwest.lightspeed.net,southwest,active,Arista,7050X3,rtr,0,0
10.60.53.242,NYCNYSW42,NYCNYSW42.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0
10.70.80.24,PORORDS85,PORORDS85.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist,1,0
10.40.102.181,BNATNED76,BNATNED76.southeast.lightspeed.net,southeast,active,Cisco,ISR4431,edge,0,1
10.60.51.165,PHLPADS51,PHLPADS51.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist,1,0
10.30.53.161,SEAWASW72,SEAWASW72.west.lightspeed.net,west,down,Cisco,Catalyst9300,sw,0,0
10.50.170.235,ABQNMED28,ABQNMED28.southwest.lightspeed.net,southwest,retired,Cisco,ISR4431,edge,0,0
10.10.88.4,OKCOKDS51,OKCOKDS51.central.lightspeed.net,central,degraded,ADVA,FSP150,dist,1,0
10.60.84.245,NYCNYED51,NYCNYED51.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge,0,0
10.20.198.10,CLTNCCO87,CLTNCCO87.east.lightspeed.net,east,down,Cisco,NCS540,core,0,0
10.30.228.146,SEAWAAG80,SEAWAAG80.west.lightspeed.net,west,down,ADVA,FSP3000,agg,0,1
10.10.190.185,AUSTXAG83,AUSTXAG83.central.lightspeed.net,central,active,Arista,7280R,agg,0,0
10.70.84.72,BOIIDDS86,BOIIDDS86.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist,1,0
10.60.192.183,BOSMASW39,BOSMASW39.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0
10.60.144.29,BOSMADS61,BOSMADS61.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist,1,0
10.20.139.153,CLTNCDS45,CLTNCDS45.east.lightspeed.net,east,active,ADVA,FSP150,dist,1,0
10.60.249.192,BOSMADS56,BOSMADS56.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist,1,0
10.70.184.48,GEGWADS80,GEGWADS80.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist,1,0
10.70.10.54,BOIIDRT83,BOIIDRT83.northwest.lightspeed.net,northwest,active,Arista,7050X3,rtr,0,0
10.30.104.1,SFOCAED95,SFOCAED95.west.lightspeed.net,west,active,RAD,ETX-2,edge,0,0
10.30.224.122,SFOCADS97,SFOCADS97.west.lightspeed.net,west,active,Juniper,QFX5120,dist,1,0
10.30.234.216,LAXCASW20,LAXCASW20.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0
10.30.56.217,LAXCAED94,LAXCAED94.west.lightspeed.net,west,active,Cisco,ISR4431,edge,0,0
